Transaction_ID,Date_ID,City_ID,Area_ID,Property_ID,Area_SqFt,Days_on_Market,Listing_Status,Demand_Score,Supply_Score,Risk_Score_Base,Price_per_SqFt,Property_Price,Rental_Income_Monthly
4068,468,4,22,1,4570,115,Active,72,50,16,15877,5453195,313278
4069,591,1,23,2,4711,173,Sold,95,19,7,17549,5965346,411930
4070,1054,1,30,1,3707,89,Active,97,18,9,15931,7824032,349987
4071,679,4,40,2,3164,104,Sold,74,61,24,18333,6311431,203186
4072,1057,7,35,5,3083,37,Active,43,81,45,18165,7843384,101930
4073,199,8,5,2,3939,101,Sold,42,81,42,15447,4335283,123952
4074,494,1,39,2,4511,136,Active,97,31,9,17346,5558505,402968
4075,253,6,26,3,4384,154,Sold,43,80,51,18063,4558055,149626
4076,131,3,11,1,3438,105,Sold,64,89,19,15798,4053555,179777
4077,373,3,18,4,4983,27,Sold,61,72,23,15574,5068856,336644
4078,813,8,25,5,3928,87,Active,32,94,45,18201,6824932,140080
4079,198,4,4,3,4865,69,Sold,77,54,21,15707,4330783,282656
4080,872,1,1,3,3198,158,Sold,90,32,10,17886,7063906,359471
4081,212,5,21,1,3191,194,Active,30,90,43,16158,4395589,100587
4082,862,4,9,3,4854,172,Sold,66,64,21,15385,7026552,364040
4083,1092,6,10,1,3447,142,Sold,34,94,52,18497,7979747,114413
4084,750,8,25,1,4448,28,Sold,40,87,58,18076,6572007,134098
4085,425,8,20,2,3861,197,Sold,43,80,42,15181,5272277,137529
4086,587,4,8,3,3712,105,Sold,79,65,19,18095,5944644,247342
4087,229,2,21,4,4935,21,Sold,78,54,15,17048,4460396,284582
4088,429,8,23,4,4738,86,Sold,44,96,46,15133,5291629,163622
4089,101,5,24,3,3673,123,Sold,31,82,42,16714,3925742,130061
4090,119,6,9,5,4059,155,Sold,38,90,52,15591,4008100,140977
4091,465,7,28,2,4219,48,Sold,41,92,56,17956,5434743,139489
4092,153,5,27,4,3100,62,Sold,39,95,54,18437,4142664,110509
4093,979,4,36,3,4881,68,Sold,68,65,17,16431,7495049,395927
4094,764,4,19,3,4856,157,Sold,79,51,20,15612,6621512,327139
4095,881,1,36,1,4988,104,Active,89,23,10,18174,7104410,656334
4096,440,5,20,4,4548,109,Active,39,98,44,17659,5335733,140333
4097,438,4,35,5,3044,98,Sold,74,58,22,17424,5330783,231863
4098,700,4,24,3,3696,160,Sold,69,58,18,17957,6389738,244555
4099,824,2,20,3,4234,147,Sold,81,51,14,18347,6877587,286931
4100,811,1,40,3,4795,176,Sold,95,22,9,16781,6815481,582772
4101,1018,1,8,5,4260,94,Sold,94,32,9,18166,7652115,449270
4102,563,2,17,3,4552,139,Active,84,50,16,16553,5837983,315759
4103,587,8,37,3,4352,33,Sold,41,85,36,17556,5945544,150727
4104,817,8,7,1,4892,27,Sold,33,80,39,17620,6842034,152581
4105,471,4,3,3,4882,143,Sold,77,54,19,17170,5463996,316708
4106,369,4,25,1,3116,180,Sold,74,50,15,15174,5053555,239976
4107,1078,3,28,1,4956,156,Active,63,75,27,15458,7924392,338118
4108,1083,1,11,3,3208,177,Sold,98,22,5,16104,7947794,325299
4109,946,5,21,4,3225,24,Active,44,94,49,18398,7359585,110959
4110,926,7,20,3,3346,71,Active,41,93,47,15898,7280828,104174
4111,423,6,36,1,3661,38,Sold,39,93,48,17421,5267326,112144
4112,68,6,38,4,4905,114,Sold,39,86,55,15878,3792529,164563
4113,112,2,21,4,4040,41,Active,82,61,19,18386,3975697,242495
4114,210,7,1,1,3764,121,Sold,41,82,52,18333,4387038,115058
4115,458,4,13,4,3152,94,Sold,72,69,19,16712,5404590,215973
4116,930,6,37,4,4414,96,Active,30,93,38,18403,7297929,142599
4117,166,1,12,5,3981,163,Sold,94,24,10,16016,4193519,385072
4118,98,3,28,2,4516,33,Sold,53,80,21,17030,3912241,223994
4119,1063,1,4,3,4197,189,Sold,95,22,8,16589,7868586,405850
4120,894,2,1,3,4930,97,Sold,74,46,17,16242,7156615,257293
4121,1094,2,28,2,4355,65,Sold,76,47,12,15307,7992349,260122
4122,543,3,30,2,3561,181,Active,51,76,26,15657,5755625,230240
4123,1067,6,16,3,3889,24,Sold,38,87,46,17938,7880738,131417
4124,105,3,31,4,4120,18,Active,57,89,18,18434,3942394,242889
4125,877,1,30,3,3807,113,Active,94,27,8,15923,7087758,410119
4126,456,3,21,1,4792,31,Sold,63,86,24,18475,5398289,234248
4127,876,2,28,1,3217,52,Active,74,52,14,15192,7082808,176171
4128,147,5,39,2,3509,104,Active,33,81,49,18204,4120162,107846
4129,1063,5,22,2,4705,99,Sold,43,99,55,16711,7868136,164487
4130,935,5,36,2,4554,139,Active,43,98,45,18331,7318631,156311
4131,1029,3,29,3,4487,165,Active,57,76,21,17662,7702520,244279
4132,634,3,36,2,3602,35,Sold,55,81,25,16821,6129162,186486
4133,631,2,11,3,3343,81,Sold,81,54,13,17724,6117011,168918
4134,671,5,32,2,3462,130,Active,44,98,47,15166,6277677,105176
4135,115,6,32,1,3264,182,Active,42,96,42,17830,3988298,107719
4136,173,4,38,1,3155,183,Sold,74,57,23,15175,4225472,251482
4137,81,2,27,1,4763,34,Active,78,51,19,15593,3846534,287946
4138,951,3,38,4,4348,64,Active,56,76,27,17105,7378937,240107
4139,61,7,2,4,4018,178,Active,32,88,58,17340,3768226,130143
4140,961,1,1,1,3848,25,Sold,99,23,11,15313,7422592,371111
4141,30,4,21,3,3584,109,Sold,68,58,22,18029,3636363,208331
4142,307,1,8,2,3795,158,Sold,98,33,11,15464,4789378,302699
4143,402,8,37,5,4583,72,Sold,30,94,51,17681,5193519,152431
4144,203,2,39,1,4256,7,Active,84,50,14,17172,4352835,235464
4145,283,6,2,1,4802,59,Sold,39,90,40,16116,4689018,150831
4146,580,2,30,1,3912,148,Sold,77,50,15,17636,5913141,278243
4147,1050,4,39,5,3390,12,Active,70,53,19,15165,7805580,204375
4148,268,4,28,3,3154,182,Active,76,67,20,18014,4627362,188325
4149,106,7,30,1,3099,74,Sold,39,93,50,15406,3945994,101381
4150,385,8,12,5,4579,181,Active,43,96,58,17292,5119711,144852
4151,440,5,12,3,3969,163,Sold,34,99,55,17715,5336183,137843
4152,631,6,26,1,4251,178,Sold,40,87,45,17790,6115661,149312
4153,911,8,3,5,4416,120,Sold,42,90,56,15111,7221422,137055
4154,376,6,39,3,4288,192,Active,32,99,50,15697,5080558,147121
4155,244,1,29,3,3411,61,Sold,98,21,11,17015,4527002,306598
4156,844,4,25,2,3950,196,Sold,75,64,16,16777,6959495,329173
4157,45,1,1,5,4048,99,Active,88,18,7,16191,3701170,476703
4158,445,4,15,3,3410,27,Sold,74,56,23,15054,5358235,187248
4159,718,4,4,4,3279,171,Sold,68,62,22,17806,6452745,183968
4160,499,4,26,4,3405,148,Active,69,58,23,15993,5584608,182481
4161,915,6,4,2,3324,41,Sold,32,91,56,17385,7239873,112757
4162,551,5,20,1,4038,78,Sold,34,96,35,17363,5788478,121665
4163,179,1,11,5,3131,98,Active,99,33,11,17139,4250675,264867
4164,68,2,9,4,4506,116,Sold,81,59,12,15542,3794329,311471
4165,356,2,30,4,4120,89,Sold,79,64,14,18292,5004050,285943
4166,933,6,1,2,3479,161,Sold,35,84,47,16573,7310531,119058
4167,829,2,19,2,3427,92,Active,75,64,18,15386,6900990,255742
4168,269,4,25,1,3090,8,Sold,68,55,19,16190,4630513,234296
4169,423,6,36,3,4025,51,Sold,34,85,36,17794,5264626,122545
4170,509,4,33,2,4604,55,Sold,66,51,23,15548,5621512,382933
4171,637,2,32,1,3445,26,Sold,80,63,15,16952,6141764,199344
4172,1072,7,22,3,3206,53,Sold,41,90,46,16341,7899639,106785
4173,1031,6,21,4,4450,21,Sold,39,87,43,17072,7711071,155047
4174,462,8,6,4,4214,76,Active,38,93,35,15746,5420792,143436
4175,226,6,6,4,4432,39,Sold,38,81,57,18003,4447794,142161
4176,215,5,23,1,4501,21,Sold,35,84,36,15519,4405490,139873
4177,887,3,10,1,3908,121,Sold,58,87,26,18379,7125112,227477
4178,4,3,29,5,4156,94,Active,52,88,27,15161,3520702,284723
4179,185,6,13,4,4614,186,Sold,42,90,58,17562,4276327,152428
4180,145,4,22,1,4129,14,Sold,69,69,20,15290,4109360,314970
4181,605,1,12,5,4384,35,Sold,98,24,9,17205,6017551,479456
4182,919,3,13,4,3389,49,Sold,57,72,27,18379,7259675,227133
4183,200,1,19,5,4191,104,Active,95,33,7,15587,4339333,494318
4184,858,2,29,3,3643,30,Sold,72,50,16,17617,7014851,274911
4185,51,6,26,4,3360,146,Sold,31,96,46,17710,3725922,114361
4186,933,8,27,4,4946,144,Sold,37,82,55,16269,7310981,157965
4187,112,6,7,5,3479,124,Active,36,92,52,15778,3978847,113722
4188,191,1,3,5,3115,23,Sold,99,32,9,18325,4300630,409584
4189,910,8,7,1,4323,123,Sold,30,87,45,16931,7215121,144362
4190,109,2,25,3,3820,112,Sold,77,50,12,16425,3962646,288428
4191,174,3,22,3,3447,77,Sold,58,72,26,16192,4226372,227690
4192,50,6,24,1,3025,148,Sold,33,96,44,16852,3721872,99420
4193,320,7,19,3,3876,166,Active,41,80,51,16185,4848784,119241
4194,521,3,38,3,4202,9,Sold,55,86,27,16394,5668316,287323
4195,804,1,20,3,4078,95,Sold,97,20,11,15166,6789828,465636
4196,393,5,39,2,4696,176,Sold,42,86,47,17640,5153465,146064
4197,833,8,33,1,4919,125,Active,30,93,40,16876,6920792,157054
4198,689,6,27,2,3731,195,Sold,39,86,46,18200,6349684,119146
4199,867,5,34,3,3168,185,Sold,41,83,56,15673,7045004,102326
4200,81,5,20,3,4163,122,Sold,36,89,50,15649,3848334,128362
4201,738,3,30,5,4298,114,Sold,64,71,23,17658,6531053,225614
4202,300,5,8,1,3452,103,Sold,40,98,36,17048,4764626,115255
4203,458,2,14,5,4101,138,Active,83,52,18,17271,5402790,318464
4204,138,7,1,1,4983,129,Active,40,97,41,16863,4077857,172840
4205,658,5,19,3,4373,58,Sold,40,99,54,17976,6233573,143933
4206,145,6,32,5,4201,165,Sold,32,80,36,17635,4107110,138263
4207,746,1,22,1,4891,24,Active,95,21,8,16813,6559855,429784
4208,589,5,15,5,4399,129,Sold,40,93,36,16033,5953645,138428
4209,319,1,30,3,3028,16,Active,97,30,10,15180,4844734,234314
4210,83,7,26,1,3797,22,Sold,43,81,56,17820,3853735,116029
4211,854,7,17,4,3996,10,Active,36,88,57,16009,7004500,126018
4212,1003,4,7,1,3938,162,Active,68,60,17,17806,7595409,230300
4213,164,8,14,4,3043,101,Active,39,84,36,17638,4184518,96116
4214,1011,1,26,4,3079,137,Sold,96,33,10,18407,7631863,417497
4215,848,8,24,4,3777,37,Active,33,97,52,15763,6974797,117669
4216,295,8,6,1,4288,39,Sold,32,86,57,16036,4743024,132233
4217,875,2,24,1,3132,186,Sold,83,46,15,15947,7077407,223800
4218,117,5,15,2,4436,112,Active,43,96,40,15172,4000000,151365
4219,10,3,33,4,3490,90,Sold,55,89,25,18496,3545454,188561
4220,1039,6,40,4,3166,166,Active,35,94,50,15689,7750675,113678
4221,938,3,12,1,3102,117,Sold,52,70,21,15327,7329432,212832
4222,743,3,6,2,4428,193,Sold,57,70,18,15959,6545454,260395
4223,791,2,5,1,3524,60,Sold,80,60,14,15083,6735823,194818
4224,926,5,16,4,4695,120,Sold,36,91,47,15770,7278127,167649
4225,6,8,10,3,3368,28,Sold,42,96,40,15979,3527002,119234
4226,26,1,25,5,3784,68,Sold,94,21,6,17706,3618811,298747
4227,954,6,24,4,3863,7,Sold,39,86,45,16838,7391989,123987
4228,662,3,39,2,4205,186,Sold,50,83,18,18204,6245724,241401
4229,295,7,32,2,3156,12,Sold,33,86,57,16876,4739873,97419
4230,774,6,40,4,3248,116,Active,40,92,58,17292,6662466,99428
4231,361,4,8,2,3532,127,Sold,73,56,17,18275,5020702,253285
4232,856,8,24,4,4135,170,Sold,35,92,58,16778,7010351,143997
4233,307,5,27,4,4389,80,Sold,33,97,39,18416,4791179,145925
4234,433,7,35,2,4521,141,Active,39,92,39,18470,5309180,152737
4235,869,7,26,5,3142,74,Sold,37,98,52,15629,7051755,101059
4236,126,8,11,5,4379,189,Sold,44,88,48,18418,4034203,135653
4237,943,6,38,2,3937,194,Sold,35,99,58,17492,7349234,125535
4238,989,8,1,3,4894,86,Sold,33,80,36,15515,7542304,152566
4239,773,5,21,5,4520,160,Active,33,85,48,17211,6656615,143275
4240,891,1,36,5,4359,182,Sold,90,29,9,16902,7146714,378579
4241,256,1,5,1,3726,108,Sold,99,30,7,15419,4570657,315732
4242,701,2,40,5,4105,23,Sold,74,60,16,16383,6390639,227305
4243,710,8,31,3,3109,128,Sold,32,86,39,17092,6424392,97660
4244,955,5,28,5,4095,192,Sold,32,89,57,15666,7397389,130254
4245,819,3,40,5,4394,58,Active,57,83,18,16086,6851485,247484
4246,455,7,37,1,3916,65,Active,32,86,47,17336,5393339,137804
4247,650,3,22,2,4302,92,Sold,58,76,20,18163,6202970,256427
4248,999,1,9,1,3599,45,Sold,89,27,11,18105,7572457,382682
4249,261,7,26,2,4032,94,Active,41,90,58,15299,4590459,128911
4250,736,8,11,2,3089,86,Active,32,80,38,15809,6522502,103315
4251,493,5,4,4,3105,73,Sold,38,93,36,15386,5554455,104049
4252,680,1,23,1,3243,74,Sold,97,24,10,16312,6314131,350001
4253,321,3,1,1,3916,162,Sold,54,89,27,16231,4854635,197066
4254,826,6,17,2,3672,191,Sold,41,98,42,17559,6885688,118400
4255,926,3,5,3,3169,64,Active,55,79,18,15872,7280378,221962
4256,392,1,12,3,4346,140,Active,99,22,6,17030,5147614,524649
4257,539,6,39,4,4537,143,Sold,32,82,45,16307,5743474,145066
4258,74,8,32,4,3366,45,Active,40,95,53,17671,3818631,121041
4259,171,6,25,1,3500,199,Sold,44,81,54,16148,4217821,108241
4260,186,7,35,4,4220,199,Sold,42,86,35,15816,4280378,141809
4261,785,4,40,5,4606,173,Active,66,51,20,15685,6715571,357596
4262,3,3,35,1,3431,27,Sold,56,86,25,17884,3511701,223306
4263,367,4,36,5,3365,134,Sold,76,68,19,15534,5044104,279763
4264,793,3,19,5,4527,168,Sold,56,82,26,16254,6745724,224742
4265,26,7,8,5,4035,123,Sold,32,92,57,16514,3621062,134987
4266,846,8,3,2,3985,123,Sold,33,96,47,17971,6966246,139395
4267,514,6,14,1,4150,65,Sold,43,86,40,16732,5640414,143374
4268,681,2,25,1,3615,50,Sold,83,59,14,15369,6321782,209465
4269,147,8,3,2,4933,92,Active,42,84,41,15388,4116561,159948
4270,1059,7,11,5,4602,126,Active,42,94,38,18277,7851485,147715
4271,869,2,32,4,4196,19,Sold,79,55,13,16648,7052205,322928
4272,765,7,19,4,4377,77,Sold,39,94,39,17422,6630063,153195
4273,175,3,1,4,3542,117,Sold,64,77,18,16760,4233123,179344
4274,921,7,12,5,3226,41,Sold,35,83,36,16534,7264626,115065
4275,835,5,13,4,3405,164,Sold,30,94,55,15889,6930693,115893
4276,349,7,39,5,4898,38,Active,41,95,39,15091,4981098,163926
4277,290,6,4,3,4479,123,Active,35,96,56,15709,4716021,159766
4278,925,2,23,5,3405,60,Active,79,59,13,16118,7272727,209729
4279,317,6,36,5,3298,109,Active,30,82,54,16894,4835733,102878
4280,78,4,37,4,3573,109,Active,72,53,20,15317,3832133,190046
4281,847,2,25,4,4601,92,Sold,78,64,13,17007,6969846,290584
4282,375,1,8,4,4509,69,Active,91,19,8,16552,5075157,411052
4283,447,7,29,5,3504,184,Active,41,82,48,16545,5368586,122640
4284,584,6,7,2,3142,120,Sold,36,98,46,17838,5933393,105590
4285,926,1,15,3,4835,71,Sold,95,32,6,17588,7276327,422978
4286,983,3,32,3,3477,48,Active,52,78,24,17579,7517551,175118
4287,199,8,31,3,4396,55,Sold,38,85,54,16241,4333933,146985
4288,1093,1,26,4,3333,160,Sold,98,20,9,16840,7981998,405293
4289,366,2,3,3,3745,176,Sold,82,54,17,18101,5039603,213977
4290,790,6,17,3,4588,34,Sold,41,97,58,18241,6734473,143109
4291,747,3,2,5,4823,106,Sold,60,82,23,15248,6562106,242616
4292,62,4,21,3,4424,132,Sold,74,51,18,18087,3773177,351642
4293,337,1,31,1,3972,130,Sold,93,28,10,15718,4926642,312199
4294,97,1,3,2,3148,184,Sold,93,33,6,18206,3905040,370748
4295,239,4,4,5,3540,52,Sold,76,69,21,18499,4500450,227059
4296,969,6,33,1,4515,15,Sold,33,99,54,15988,7457695,149293
4297,217,2,18,4,3729,133,Active,81,51,14,16601,4410891,269999
4298,271,3,14,2,4635,104,Sold,53,73,22,17383,4641764,303122
4299,568,1,17,2,4266,142,Active,88,24,8,17279,5863186,509286
4300,659,4,23,4,4922,24,Sold,74,52,20,16459,6235823,260507
4301,126,1,20,4,3923,15,Sold,95,31,11,16562,4034653,517248
4302,533,4,25,3,3225,126,Sold,75,59,17,15219,5720972,244634
4303,89,8,34,1,3278,13,Sold,33,88,51,16989,3877587,115943
4304,568,5,9,3,3922,89,Sold,43,81,45,17920,5865436,126806
4305,209,3,10,4,3202,178,Sold,58,84,21,16735,4384338,170254
4306,215,7,5,3,3506,65,Active,31,85,49,15795,4404590,122366
4307,775,5,40,1,3752,119,Sold,30,90,37,16073,6663816,118068
4308,603,3,15,4,4453,186,Active,58,82,22,15370,6009000,235133
4309,1077,3,39,3,4089,111,Sold,56,77,22,15863,7922142,281048
4310,316,2,32,5,3993,42,Sold,72,56,18,15026,4829882,257630
4311,756,5,6,3,4094,93,Sold,34,92,49,18066,6597659,128240
4312,979,4,9,4,4517,29,Sold,74,51,24,18236,7497299,289535
4313,416,8,19,4,4333,187,Sold,37,83,36,17938,5240324,135866
4314,1090,1,16,4,4171,137,Sold,94,26,6,16804,7972547,368570
4315,270,7,39,4,3599,49,Active,42,98,59,18370,4638613,118659
4316,927,1,30,2,3602,74,Sold,93,27,11,15688,7287578,358552
4317,514,8,30,1,4249,19,Sold,42,89,51,15933,5642664,132203
4318,207,6,15,4,4986,68,Sold,38,89,42,15427,4372187,171309
4319,717,2,18,2,3773,18,Active,77,54,15,15065,6450045,286781
4320,909,2,13,5,3229,186,Sold,80,61,13,15307,7213321,217378
4321,938,1,7,1,3247,125,Sold,97,27,6,17582,7329882,381092
4322,458,1,5,4,3746,114,Sold,88,33,11,15170,5402340,290765
4323,605,1,39,3,4814,189,Sold,98,22,10,15020,6013501,487273
4324,324,8,22,3,3202,107,Sold,34,90,59,17289,4864986,113018
4325,115,1,26,1,4296,153,Sold,88,32,5,18223,3989198,360810
4326,288,8,39,3,3034,191,Active,31,84,42,17623,4706570,103496
4327,926,3,10,5,4039,148,Sold,57,75,20,18467,7275877,253287
4328,703,6,17,5,3105,19,Sold,33,82,59,15188,6396489,106458
4329,165,8,25,1,4131,80,Sold,42,91,54,16802,4185868,144056
4330,723,2,28,2,4906,19,Sold,74,51,16,18053,6472997,318034
4331,745,8,8,2,4514,105,Sold,39,80,41,17557,6552655,147554
4332,550,2,13,1,4449,100,Active,79,52,15,15944,5783528,294264
4333,100,1,40,2,4347,79,Sold,92,26,7,17707,3917641,504263
4334,362,6,23,2,3931,193,Active,44,87,53,18056,5025652,130564
4335,449,1,3,5,4654,177,Sold,95,28,10,17160,5374887,622647
4336,746,8,5,4,3242,46,Active,38,98,50,15645,6558955,100055
4337,868,6,18,1,4281,45,Active,37,83,42,15459,7045454,145871
4338,74,4,30,2,3088,126,Sold,68,67,16,15275,3816381,218332
4339,296,5,18,1,4392,74,Sold,42,98,42,16913,4750675,156821
4340,647,1,7,2,4309,104,Active,99,29,9,15887,6184968,576070
4341,665,4,21,2,4183,16,Active,79,64,20,16609,6256075,331900
4342,337,1,36,2,4089,182,Sold,94,22,10,15703,4927542,363522
4343,168,2,24,5,3652,115,Sold,77,52,14,15153,4200270,184736
4344,278,2,23,1,3140,110,Active,73,51,19,16399,4668316,188421
4345,557,6,37,2,3176,127,Sold,33,86,57,15914,5815481,105824
4346,491,6,15,3,3082,111,Sold,44,88,58,17018,5544104,93292
4347,142,1,23,3,5000,178,Active,99,34,8,17193,4097209,397162
4348,491,2,15,3,3572,128,Active,77,58,12,16558,5543654,212684
4349,650,6,26,2,4259,166,Sold,36,98,47,15983,6200720,137378
4350,834,5,17,5,3719,193,Sold,39,80,53,15524,6925742,131601
4351,329,8,12,5,4109,151,Sold,41,98,59,15118,4889738,141810
4352,445,5,2,1,4410,197,Active,33,82,58,17028,5360936,145759
4353,362,7,9,5,3118,38,Sold,43,81,45,16668,5023852,94344
4354,372,2,25,5,4527,182,Active,73,45,16,17228,5066606,309868
4355,133,8,25,3,4751,137,Sold,38,92,44,18404,4059405,160137
4356,932,4,38,1,4229,54,Active,72,61,23,16961,7306480,290613
4357,588,3,6,5,3659,29,Sold,54,81,23,16819,5950045,251517
4358,1019,1,6,2,4852,141,Sold,89,24,6,15561,7658865,615428
4359,950,7,35,2,4502,46,Sold,32,83,53,16114,7372187,158696
4360,210,3,25,1,4347,186,Sold,50,70,21,16656,4389288,249121
4361,905,1,28,5,3765,8,Sold,90,21,9,15901,7198469,508162
4362,806,6,7,3,4191,173,Sold,36,99,50,16059,6796579,128647
4363,1062,6,15,5,4112,151,Sold,37,87,46,18274,7864536,137546
4364,450,5,11,1,3370,61,Sold,40,86,50,16695,5377587,110961
4365,799,1,18,2,3104,60,Active,98,34,5,17752,6770927,351730
4366,405,1,33,4,4535,35,Sold,98,20,11,15596,5205220,408082
4367,487,4,6,1,3933,166,Sold,68,60,20,18231,5529252,282289
4368,183,2,9,1,4196,145,Active,74,49,15,15014,4266426,288245
4369,254,3,8,4,3539,87,Active,52,72,26,18124,4563006,244740
4370,41,8,11,2,4518,16,Sold,30,82,40,16172,3679117,138883
4371,642,6,10,3,4005,85,Active,42,88,36,18118,6157515,125749
4372,139,5,17,5,3288,59,Sold,39,83,52,18488,4080558,109333
4373,890,1,2,2,3652,124,Sold,99,30,7,16361,7140414,397739
4374,92,5,9,1,3797,141,Sold,34,91,39,15768,3892439,127253
4375,175,5,2,2,4409,96,Sold,32,86,43,17708,4230873,144236
4376,736,2,15,2,4662,40,Sold,74,54,17,16768,6521602,288419
4377,1039,3,7,4,4585,140,Sold,50,77,21,17075,7751125,258198
4378,1015,7,5,3,3702,103,Active,38,96,39,15061,7641764,113022
4379,810,1,1,5,4001,15,Sold,93,22,5,16629,6812781,312868
4380,610,6,35,5,3898,131,Sold,38,97,51,15550,6035553,120284
4381,631,6,39,1,3962,43,Sold,38,84,54,15834,6116111,118995
4382,128,4,15,4,4053,98,Active,69,64,24,18021,4043204,263723
4383,391,5,4,1,4195,34,Sold,43,80,38,15780,5144914,133837
4384,704,1,15,1,3012,179,Sold,93,26,9,15863,6405040,299867
4385,862,4,2,5,4479,166,Sold,69,59,21,16777,7025202,300957
4386,343,5,11,3,3581,130,Sold,36,94,55,17860,4949594,127348
4387,459,4,20,1,3871,77,Active,70,54,20,15990,5410891,296035
4388,210,2,5,2,4699,25,Sold,84,52,19,16630,4390189,341679
4389,558,7,12,5,3488,119,Sold,30,86,42,16098,5816831,123301
4390,20,8,23,2,3542,152,Sold,35,89,48,18406,3593609,112211
4391,387,1,5,3,4254,197,Sold,94,32,9,16052,5128712,491029
4392,362,6,3,5,4811,180,Sold,37,90,45,15500,5022952,158330
4393,1061,4,26,3,3049,10,Active,65,68,20,16497,7857335,228338
4394,806,8,27,3,3753,29,Sold,33,97,55,17689,6795679,122078
4395,1054,7,7,2,3853,21,Active,36,93,40,15581,7826282,120260
4396,560,7,20,3,3089,68,Active,31,87,49,17310,5828532,103086
4397,657,5,28,4,4747,105,Active,37,93,54,17422,6231323,165385
4398,392,4,14,1,4334,69,Sold,77,57,19,15244,5149414,275651
4399,778,3,28,2,4888,28,Active,50,72,19,18214,6679567,290777
4400,519,8,39,2,4594,177,Active,43,92,49,17240,5658415,142184
4401,710,5,7,3,4818,157,Sold,35,80,42,15456,6425742,147180
4402,550,1,24,5,4404,171,Sold,90,33,9,15534,5783978,335376
4403,344,1,19,4,4300,82,Sold,97,27,10,15349,4958145,477999
4404,852,8,12,5,4244,103,Sold,41,85,35,18189,6998199,139263
4405,192,1,20,5,3434,121,Sold,94,27,10,15028,4301530,396550
4406,977,1,38,2,3751,30,Sold,98,18,5,17300,7490099,498977
4407,535,5,36,5,4697,66,Sold,40,94,36,15208,5731323,146105
4408,293,7,34,4,3611,110,Active,38,93,38,15850,4729972,125981
4409,29,3,26,1,3093,13,Active,52,83,25,17541,3634563,198001
4410,451,5,37,2,3899,184,Sold,31,98,55,15205,5382988,130047
4411,46,3,32,5,4697,42,Active,52,85,20,15942,3705220,237616
4412,256,5,17,5,3315,185,Sold,32,82,39,16371,4570207,112325
4413,555,1,34,4,4238,121,Active,98,21,8,15095,5804680,331200
4414,919,7,25,4,4015,66,Sold,43,97,58,15783,7258775,127035
4415,288,2,4,2,4421,101,Sold,80,46,19,17877,4707020,233254
4416,205,4,14,2,4174,64,Sold,69,56,18,16140,4363186,298447
4417,857,6,31,5,3474,9,Active,41,90,52,15222,7012601,110042
4418,187,4,8,3,4436,103,Sold,79,69,16,16137,4288028,356586
4419,677,2,32,3,4512,173,Sold,76,58,18,17500,6297929,236577
4420,1043,3,31,3,3646,173,Sold,56,79,25,17769,7765976,183817
4421,515,7,38,3,4838,126,Sold,38,94,50,16124,5643564,169853
4422,411,8,14,2,3233,90,Sold,36,91,49,16675,5225022,107258
4423,40,7,11,4,4006,40,Sold,41,88,58,17955,3678217,130572
4424,827,7,31,5,4963,120,Sold,35,93,37,18347,6889288,157813
4425,867,4,30,1,4575,88,Sold,65,53,22,18185,7044104,346815
4426,884,3,26,3,3988,43,Active,53,81,21,18030,7117911,250051
4427,1069,5,9,5,3532,177,Active,35,98,38,15707,7887038,121649
4428,250,8,21,3,4719,152,Sold,33,83,52,16602,4547704,156199
4429,197,7,2,1,3151,180,Sold,44,83,43,17311,4324482,108943
4430,162,3,38,5,3054,162,Active,60,76,22,18326,4176867,180416
4431,519,4,32,5,4829,196,Sold,75,64,15,18310,5658865,337912
4432,393,4,27,3,3202,114,Sold,77,64,22,16601,5159315,178752
4433,854,6,30,1,4295,182,Sold,44,82,47,15169,7002250,129391
4434,291,4,37,2,3345,93,Sold,67,56,23,15583,4720972,215067
4435,370,8,27,5,3391,82,Sold,41,81,56,16961,5054905,112852
4436,432,2,9,2,4908,189,Active,81,45,18,15840,5305580,247446
4437,217,4,30,1,4542,151,Sold,74,63,18,17124,4413141,276322
4438,364,6,31,2,3144,174,Sold,43,83,53,15349,5033303,106563
4439,989,8,18,2,4343,74,Active,33,87,36,15336,7539153,137404
4440,732,8,6,3,3918,60,Active,38,99,58,16037,6508550,140789
4441,558,4,6,4,4535,66,Sold,71,63,23,16285,5815931,299086
4442,105,8,10,3,3046,168,Sold,32,82,57,16864,3945094,96485
4443,1004,6,3,5,4136,60,Sold,34,94,47,16354,7597209,133742
4444,554,5,4,3,3735,30,Active,38,85,43,17819,5800180,116420
4445,985,8,8,5,4727,199,Sold,39,84,37,18141,7524302,155036
4446,995,7,31,5,3631,117,Sold,33,85,38,18030,7558505,113367
4447,85,8,14,3,3788,53,Active,35,81,48,17872,3863636,119890
4448,497,1,13,1,3991,164,Sold,91,24,8,16600,5572907,346758
4449,917,1,29,3,4308,172,Active,91,32,10,17979,7248424,562539
4450,881,6,34,5,4305,33,Sold,36,94,45,15635,7103060,151941
4451,690,7,37,3,4153,54,Sold,40,87,45,15370,6355535,130927
4452,872,1,5,5,3917,122,Sold,97,23,5,15659,7066156,377824
4453,593,2,12,5,3902,55,Sold,73,60,12,15681,5974347,294325
4454,792,5,19,1,3794,10,Sold,43,97,55,18465,6743474,133481
4455,183,2,39,5,4273,80,Sold,74,55,17,17468,4267776,277837
